brand_name,price,generic_name
Novirax HC,70.0,Acyclovir + Hydrocortisone
Virux-HC,70.0,Acyclovir + Hydrocortisone
Adalimab,15.0,Adalimumab
Adalimumab,15.0,Adalimumab
Advixa,15.0,Adalimumab
Aclene,60.0,Adapalene
Adapalene,60.0,Adapalene
Adapel,60.0,Adapalene
Adgar,80.24,Adapalene
Adgar,60.18,Adapalene
Apalene,60.0,Adapalene
Fona,80.55,Adapalene
Fona,60.4,Adapalene
Pimplex,60.0,Adapalene
Aclene Plus,150.0,Adapalene + Benzoyl peroxide
Acnegel,160.48,Adapalene + Benzoyl peroxide
Adaben Duo,200.0,Adapalene + Benzoyl peroxide
Adagel Plus,200.0,Adapalene + Benzoyl peroxide
Adapalene + Benzoyl peroxide,150.0,Adapalene + Benzoyl peroxide
Adipal Plus,150.0,Adapalene + Benzoyl peroxide
Fona Plus,160.48,Adapalene + Benzoyl peroxide
Freshlook,160.0,Adapalene + Benzoyl peroxide
Nomark,160.0,Adapalene + Benzoyl peroxide
Adefovir Dipivoxil,25.0,Adefovir Dipivoxil
Adfovir,25.0,Adefovir Dipivoxil
Antiva,35.24,Adefovir Dipivoxil
Infovir,35.0,Adefovir Dipivoxil
Rezoven,35.0,Adefovir Dipivoxil
Adecard,150.0,Adenosine
Adenosine,150.0,Adenosine
Adhatoda vasica + Centella asiatica,100.0,Adhatoda vasica + Centella asiatica
Madhuvas,100.0,Adhatoda vasica + Centella asiatica
Adrenaline,25.0,Adrenaline
Adrenaline,25.0,Adrenaline
Adrin,25.08,Adrenaline
Adrinor,25.0,Adrenaline
Adsorbed Tetanus Vaccine,60.0,Adsorbed Tetanus Vaccine
TT vax,95.0,Adsorbed Tetanus Vaccine
Vaxitet,60.0,Adsorbed Tetanus Vaccine
Afatin,0.0,Afatinib Dimaleate
Afatinib Dimaleate,0.0,Afatinib Dimaleate
Anib,750.0,Afatinib Dimaleate
Atanib,1.0,Afatinib Dimaleate
Aflibercept,37.0,Aflibercept
Zaltrap,37.0,Aflibercept
Agomelatine,35.0,Agomelatine
Agorest,35.0,Agomelatine
Agotin,50.15,Agomelatine
AB-DS,3.0,Albendazole
AH,20.1,Albendazole
AH,5.0,Albendazole
AL-DS,5.0,Albendazole
Aben-DS,4.5,Albendazole
Abentel,5.0,Albendazole
Adze,4.01,Albendazole
Alba,4.5,Albendazole
Albamax DS,2.82,Albendazole
Albazol DS,4.0,Albendazole
Alben,20.0,Albendazole
Alben DS,5.0,Albendazole
Albenda DS,3.4,Albendazole
Albendazole,0.0,Albendazole
Albendol,15.0,Albendazole
Albendol,3.5,Albendazole
Albendox,4.0,Albendazole
Albentas,5.0,Albendazole
Albezen,3.0,Albendazole
Albezole,3.8,Albendazole
Albol-DS,3.5,Albendazole
Albrex,3.5,Albendazole
Alda,15.0,Albendazole
Alda DS,4.0,Albendazole
Aldaben,15.0,Albendazole
Aldaben-DS,4.0,Albendazole
Aldes,15.0,Albendazole
Aldes DS,4.0,Albendazole
Aldew,4.0,Albendazole
Aldex,15.0,Albendazole
Aldex-DS,4.02,Albendazole
Aldin DS,4.0,Albendazole
Ale DS,4.0,Albendazole
Almex,20.0,Albendazole
Almex,5.02,Albendazole
Almin,4.0,Albendazole
Almin,15.0,Albendazole
Alodoben DS,5.0,Albendazole
Alphin DS,5.0,Albendazole
Alpro,4.0,Albendazole
Alzed,3.3,Albendazole
Alzolux DS,4.5,Albendazole
Anthel DS,4.2,Albendazole
Autoben,5.0,Albendazole
Azole,18.0,Albendazole
Azole,5.0,Albendazole
Ben-A,20.07,Albendazole
Ben-A,5.01,Albendazole
Benda DS,3.5,Albendazole
Benfast,4.02,Albendazole
Benz,3.2,Albendazole
Chir DS,5.14,Albendazole
Chuben DS,5.0,Albendazole
Colaz,19.0,Albendazole
Colaz,5.0,Albendazole
Cosben,3.0,Albendazole
Durazol,15.0,Albendazole
Durazol,4.0,Albendazole
Eben,15.0,Albendazole
Eben-DS,4.0,Albendazole
Elmin,4.5,Albendazole
Elmin-DT,4.26,Albendazole
Estazol,4.0,Albendazole
Estazol,20.0,Albendazole
Exworm,4.0,Albendazole
Exworm,15.0,Albendazole
G-Albendazole,2.2,Albendazole
G-Albendazole,3.0,Albendazole
H Ben,3.6,Albendazole
Helben DS,4.0,Albendazole
Krimizole,15.0,Albendazole
Krimizole DS,3.25,Albendazole
Laben DS,3.52,Albendazole
Luban DS,3.3,Albendazole
Mebel,19.32,Albendazole
Mebel DS,5.0,Albendazole
Micro,0.0,Albendazole
NT-Par,15.05,Albendazole
NT-Par,4.5,Albendazole
Nematox DS,3.54,Albendazole
Orben,3.76,Albendazole
Parnil DS,5.0,Albendazole
Q Ben DS,5.0,Albendazole
R-Zol,4.0,Albendazole
Silben,4.0,Albendazole
Sintel,5.02,Albendazole
Sintel,20.06,Albendazole
Triben,14.0,Albendazole
Triben DS,3.35,Albendazole
Verben,15.0,Albendazole
Verben,4.0,Albendazole
Vermid,5.0,Albendazole
Vermikil,3.53,Albendazole
Vermikil,15.11,Albendazole
Vermin-DS,4.5,Albendazole
Wormex,3.5,Albendazole
Wormex,14.0,Albendazole
Zoben,4.5,Albendazole
Zoben,18.0,Albendazole
Albumin (Human),2.0,Albumin (Human)
Albumin Human,3.0,Albumin (Human)
Albutein,3.0,Albumin (Human)
Albutein,3.0,Albumin (Human)
Albutein,3.0,Albumin (Human)
Human Albumin,2.0,Albumin (Human)
Human Albumin,3.0,Albumin (Human)
Uman Albumin,3.0,Albumin (Human)
Acicaft,400.0,Alcaftadine
Alcadin,400.0,Alcaftadine
Alcaft,450.0,Alcaftadine
Alcafta,400.0,Alcaftadine
Alcaftadine,400.0,Alcaftadine
Altadin,400.0,Alcaftadine
Caftadin,400.0,Alcaftadine
Eyecaf,400.0,Alcaftadine
Genacaft,400.0,Alcaftadine
Icaft,400.0,Alcaftadine
Alecensa,1.0,Alectinib
Alectinib,1.0,Alectinib
Alendronic Acid + Vitamin D3,25.0,Alendronic Acid + Vitamin D3
Bonemass D,30.0,Alendronic Acid + Vitamin D3
Ostel-D,30.2,Alendronic Acid + Vitamin D3
Ostomax D,25.0,Alendronic Acid + Vitamin D3
Alendon,5.0,Alendronic acid
Alendon,25.0,Alendronic acid
Alendronic acid,5.0,Alendronic acid
Bonemas,30.0,Alendronic acid
Ostomax,5.0,Alendronic acid
Ostomax,25.0,Alendronic acid
Alfacalcidol,15.0,Alfacalcidol
One Alpha,15.0,Alfacalcidol
Alfasin XR,10.0,Alfuzosin Hydrochloride
Alfumax ER,10.0,Alfuzosin Hydrochloride
Alfuzosin Hydrochloride,10.0,Alfuzosin Hydrochloride
Uriten,10.07,Alfuzosin Hydrochloride
Zatral,10.0,Alfuzosin Hydrochloride
Allium cepa + Heparin + Allantoin,300.0,Allium cepa + Heparin + Allantoin
Antiscar,300.0,Allium cepa + Heparin + Allantoin
Allopurinol,4.0,Allopurinol
Aluric,4.1,Allopurinol
Alurol,4.0,Allopurinol
Duric,4.02,Allopurinol
Esloric,4.03,Allopurinol
Goutex,8.0,Allopurinol
Goutex,4.02,Allopurinol
Purinol,8.05,Allopurinol
Purinol,4.05,Allopurinol
Ucorex,4.54,Allopurinol
Alestor,8.0,Allylestrenol
Alia,8.0,Allylestrenol
Allygest,7.72,Allylestrenol
Allylestrenol,7.72,Allylestrenol
Allynol,8.0,Allylestrenol
Alysa,8.02,Allylestrenol
Geston,8.03,Allylestrenol
Gestrenol,8.03,Allylestrenol
Nidagest,8.0,Allylestrenol
Prelab,8.02,Allylestrenol
Albasine,12.0,Almitrine Bismesylate + Raubasine
Almitrine Bismesylate + Raubasine,10.0,Almitrine Bismesylate + Raubasine
Aruxil,10.0,Almitrine Bismesylate + Raubasine
Truxil,10.03,Almitrine Bismesylate + Raubasine
Almond + Coconut + Edible Pine + Salep,170.0,Almond + Coconut + Edible Pine + Salep
Majoon Mugalliz,170.0,Almond + Coconut + Edible Pine + Salep
Almitan,25.0,Almotriptan
Almotriptan,25.0,Almotriptan
Altrip,25.08,Almotriptan
Aloe + Black Pepper + Henbane,2.0,Aloe + Black Pepper + Henbane
Helax,2.0,Aloe + Black Pepper + Henbane
Aloe indica+ Hyoscyamus niger + Piper nigrum,8.0,Aloe indica+ Hyoscyamus niger + Piper nigrum
Alovera,8.0,Aloe indica+ Hyoscyamus niger + Piper nigrum
Aglip,12.0,Alogliptin Benzoate
Aglip,22.0,Alogliptin Benzoate
Alodia,22.0,Alogliptin Benzoate
Aloglip,12.0,Alogliptin Benzoate
Aloglip,8.0,Alogliptin Benzoate
Aloglip,20.0,Alogliptin Benzoate
Alogliptin Benzoate,8.0,Alogliptin Benzoate
Alpha Lipoic Acid,54.67,Alpha Lipoic Acid
Nevralip,54.67,Alpha Lipoic Acid
Alphanate,9.0,Alphanate
Alphanate,9.0,Alphanate
Alaxen,2.0,Alprazolam
Alaxen,3.0,Alprazolam
Alpam,1.0,Alprazolam
Alpam,2.0,Alprazolam
Alprax,1.0,Alprazolam
Alprax,2.01,Alprazolam
Alprax XR,4.02,Alprazolam
Alprax XR,8.03,Alprazolam
Alprazolam,1.0,Alprazolam
Alzolam,3.0,Alprazolam
Alzolam,1.5,Alprazolam
Serelam,2.01,Alprazolam
Serelam,1.0,Alprazolam
Xanax,2.51,Alprazolam
Xanax,1.0,Alprazolam
Xiotic,1.75,Alprazolam
Xolam XR,2.0,Alprazolam
Xolam XR,4.0,Alprazolam
Zolax,2.0,Alprazolam
Zolax,1.0,Alprazolam
Zolium,3.0,Alprazolam
Zolium,1.5,Alprazolam
Zolium XR,8.0,Alprazolam
Zolium XR,4.0,Alprazolam
Actilyse,50.0,Alteplase
Alteplase,50.0,Alteplase
Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water,1.0,Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water
Sanflore,1.0,Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water
Aluminium Chloride Hexahydrate,190.58,Aluminium Chloride Hexahydrate
Apirent,190.58,Aluminium Chloride Hexahydrate
Dricare,220.0,Aluminium Chloride Hexahydrate
Acedone-Z,0.42,Aluminium Hydroxide + Magnesium Hydroxide
Algex,0.5,Aluminium Hydroxide + Magnesium Hydroxide
Algex,33.0,Aluminium Hydroxide + Magnesium Hydroxide
Aluminium Hydroxide + Magnesium Hydroxide,0.4,Aluminium Hydroxide + Magnesium Hydroxide
Antacid,0.53,Aluminium Hydroxide + Magnesium Hydroxide
Antanil,0.64,Aluminium Hydroxide + Magnesium Hydroxide
Antanil,45.0,Aluminium Hydroxide + Magnesium Hydroxide
Apcocid,0.5,Aluminium Hydroxide + Magnesium Hydroxide
Avlocid,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Avlocid,50.0,Aluminium Hydroxide + Magnesium Hydroxide
Biocid,0.72,Aluminium Hydroxide + Magnesium Hydroxide
Biocid MH,32.42,Aluminium Hydroxide + Magnesium Hydroxide
Cytocid,32.0,Aluminium Hydroxide + Magnesium Hydroxide
Cytocid,0.5,Aluminium Hydroxide + Magnesium Hydroxide
Dolocid,0.6,Aluminium Hydroxide + Magnesium Hydroxide
Duomeal,40.0,Aluminium Hydroxide + Magnesium Hydroxide
Duomeal,0.53,Aluminium Hydroxide + Magnesium Hydroxide
Entacyd,64.4,Aluminium Hydroxide + Magnesium Hydroxide
Epazel,75.0,Aluminium Hydroxide + Magnesium Hydroxide
G-Antacid,127.5,Aluminium Hydroxide + Magnesium Hydroxide
G-Antacid,30.0,Aluminium Hydroxide + Magnesium Hydroxide
Hi Gel,0.52,Aluminium Hydroxide + Magnesium Hydroxide
Hydrocid,32.57,Aluminium Hydroxide + Magnesium Hydroxide
Jpdrox,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Jpdrox,57.17,Aluminium Hydroxide + Magnesium Hydroxide
Lactameal,33.0,Aluminium Hydroxide + Magnesium Hydroxide
Lactameal,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Magnogel,32.0,Aluminium Hydroxide + Magnesium Hydroxide
Magnogel,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Mucogel,53.41,Aluminium Hydroxide + Magnesium Hydroxide
Nocid,1.4,Aluminium Hydroxide + Magnesium Hydroxide
Oxecone,57.5,Aluminium Hydroxide + Magnesium Hydroxide
Pharmacid,1.8,Aluminium Hydroxide + Magnesium Hydroxide
Placid,1.02,Aluminium Hydroxide + Magnesium Hydroxide
Recocid,75.0,Aluminium Hydroxide + Magnesium Hydroxide
Remacid,32.5,Aluminium Hydroxide + Magnesium Hydroxide
Renocid,75.0,Aluminium Hydroxide + Magnesium Hydroxide
Stoma,0.54,Aluminium Hydroxide + Magnesium Hydroxide
Stomacid,33.0,Aluminium Hydroxide + Magnesium Hydroxide
Stomacid,0.53,Aluminium Hydroxide + Magnesium Hydroxide
Sugel,55.0,Aluminium Hydroxide + Magnesium Hydroxide
Sugel,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Trialugel,0.4,Aluminium Hydroxide + Magnesium Hydroxide
Acedone-Z Plus,1.2,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Acedone-Z Plus,55.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Almasil MS,0.75,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Almasil MS,55.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Alucil-S,80.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Alucil-S,2.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,0.75,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Antacid Max,2.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Antanil Plus,75.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Antanil Plus,1.5,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Avlocid Plus,75.23,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Avlocid Plus,2.01,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Biocid Plus,2.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Biocid Plus,75.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Droxigel Plus,65.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Droxigel Plus,0.79,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Entacyd Plus,2.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Entacyd Plus,80.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Epazel Plus,75.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Flatameal DS,75.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Freecid Plus,75.22,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
G-Antacid MH,0.99,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Geludrox HS,0.79,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Geludrox HS,80.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Jpdrox-S,2.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Kdrox Plus,2.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Magadrox Plus,75.23,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Magadrox Plus,0.9,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Neutral S,75.23,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Neutral S,0.79,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Nocid Plus,0.9,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Oxecone-S,75.22,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Peptacid,55.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Peptacid,1.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Pharmacid Plus,63.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Pharmacid Plus,1.13,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Recocid Plus,110.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Recocid Plus,1.0,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Remacid Plus,0.78,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone
Aluminium Oxide + Magnesium Trisilicate,30.0,Aluminium Oxide + Magnesium Trisilicate
Dolocid,32.0,Aluminium Oxide + Magnesium Trisilicate
Gastolin,30.0,Aluminium Oxide + Magnesium Trisilicate
Alrin,4.0,Alverine Citrate
Alve,5.01,Alverine Citrate
Alverate,5.0,Alverine Citrate
Alverin,5.02,Alverine Citrate
Alverine Citrate,4.0,Alverine Citrate
Dismonal,5.0,Alverine Citrate
Pelverin,5.0,Alverine Citrate
Somolax,7.0,Alverine Citrate
Somolax,4.0,Alverine Citrate
Spasverin,5.02,Alverine Citrate
Amalaki Rasayana,80.0,Amalaki Rasayana
Amlacid,80.0,Amalaki Rasayana
Amantadine Hydrochloride,3.0,Amantadine Hydrochloride
Amantril,10.0,Amantadine Hydrochloride
Influ,35.17,Amantadine Hydrochloride
Influ,3.0,Amantadine Hydrochloride
Mantadin,10.0,Amantadine Hydrochloride
Afrodic,15.0,Ambar Momiyaee
Ambar Momiyaee,15.0,Ambar Momiyaee
Frodex,42.5,Ambar Momiyaee
Ambergris + Salep + Galangal,70.0,Ambergris + Salep + Galangal
Trigone,70.0,Ambergris + Salep + Galangal
Ambrisan,40.13,Ambrisentan
Ambrisentan,40.0,Ambrisentan
Embelin,40.0,Ambrisentan
Acorex,40.0,Ambroxol Hydrochloride
Acticol,40.0,Ambroxol Hydrochloride
Adebrox,40.0,Ambroxol Hydrochloride
Ambeet,5.0,Ambroxol Hydrochloride
Ambeet,40.0,Ambroxol Hydrochloride
Ambix,40.0,Ambroxol Hydrochloride
Ambokof,30.09,Ambroxol Hydrochloride
Ambokof,40.12,Ambroxol Hydrochloride
Ambolin,25.0,Ambroxol Hydrochloride
Ambolin,40.0,Ambroxol Hydrochloride
Ambolos,30.0,Ambroxol Hydrochloride
Ambolyt,30.0,Ambroxol Hydrochloride
Ambolyt,40.0,Ambroxol Hydrochloride
Amboral,20.06,Ambroxol Hydrochloride
Amboral,30.11,Ambroxol Hydrochloride
Ambosil,20.0,Ambroxol Hydrochloride
Ambosil,40.0,Ambroxol Hydrochloride
Amboten,35.0,Ambroxol Hydrochloride
Amboten,45.0,Ambroxol Hydrochloride
Amboxol,40.0,Ambroxol Hydrochloride
Amboxol,20.0,Ambroxol Hydrochloride
Ambozin,40.0,Ambroxol Hydrochloride
Ambozin SR,5.0,Ambroxol Hydrochloride
Ambrocod,40.0,Ambroxol Hydrochloride
Ambrodex,40.0,Ambroxol Hydrochloride
