brand_name,price,generic_name
Soritec 25 mg,85.26,Acitretin
Aclidinium Bromide + Formoterol Fumarate,25.0,Aclidinium Bromide + Formoterol Fumarate
Aclitol 400 mcg+12 mcg,25.0,Aclidinium Bromide + Formoterol Fumarate
Activated Charcoal,9.89,Activated Charcoal
Ultracarbon 250 mg,9.89,Activated Charcoal
Acerux 250 mg/vial,400.0,Acyclovir (Injection)
Acerux 500 mg/vial,700.0,Acyclovir (Injection)
Acyclovir (Injection),1.0,Acyclovir (Injection)
Acyvir 250 mg/vial,400.0,Acyclovir (Injection)
Acyvir 500 mg/vial,700.0,Acyclovir (Injection)
Simplovir 1 gm/vial,1.0,Acyclovir (Injection)
Simplovir 250 mg/vial,400.0,Acyclovir (Injection)
Simplovir 500 mg/vial,700.0,Acyclovir (Injection)
Virunil 250 mg/vial,400.0,Acyclovir (Injection)
Virunil 500 mg/vial,700.0,Acyclovir (Injection)
Virux 500 mg/vial,702.11,Acyclovir (Injection)
Xovir 250 mg/vial,401.2,Acyclovir (Injection)
Xovir 500 mg/vial,702.11,Acyclovir (Injection)
Acerux 3%,45.17,Acyclovir (Ophthalmic)
Aciclon 3%,60.0,Acyclovir (Ophthalmic)
Acyclovir (Ophthalmic),45.17,Acyclovir (Ophthalmic)
Acyvir 3%,125.0,Acyclovir (Ophthalmic)
Clovir 3%,100.0,Acyclovir (Ophthalmic)
Cuvir 3%,125.0,Acyclovir (Ophthalmic)
Cyclovex 3%,45.17,Acyclovir (Ophthalmic)
Optivir 3%,100.0,Acyclovir (Ophthalmic)
Sevirax 3%,70.21,Acyclovir (Ophthalmic)
Virine 3%,100.0,Acyclovir (Ophthalmic)
Virupos 3%,600.0,Acyclovir (Ophthalmic)
Acerux 200 mg,14.05,Acyclovir (Oral)
Acerux 200 mg/5 ml,125.47,Acyclovir (Oral)
Acerux 400 mg,22.0,Acyclovir (Oral)
Acerux 800 mg,30.0,Acyclovir (Oral)
Acyclovir (Oral),14.0,Acyclovir (Oral)
Clovir 200 mg,14.0,Acyclovir (Oral)
Clovir 400 mg,22.0,Acyclovir (Oral)
Novirax 200 mg,14.5,Acyclovir (Oral)
Novirax 400 mg,22.1,Acyclovir (Oral)
Simplovir 200 mg,14.0,Acyclovir (Oral)
Simplovir 200 mg/5 ml,125.0,Acyclovir (Oral)
Simplovir 400 mg,22.0,Acyclovir (Oral)
Viroxi 200 mg,14.0,Acyclovir (Oral)
Virux 200 mg,14.1,Acyclovir (Oral)
Virux 200 mg/5 ml,125.85,Acyclovir (Oral)
Virux 400 mg,22.14,Acyclovir (Oral)
Xovir 200 mg,14.0,Acyclovir (Oral)
Xovir 200 mg/5 ml,125.0,Acyclovir (Oral)
Xovir 400 mg,22.0,Acyclovir (Oral)
Acerux 5% w/w,40.15,Acyclovir (Topical)
Acyclovir (Topical),40.0,Acyclovir (Topical)
Clovir 5% w/w,40.0,Acyclovir (Topical)
Novirax 5% w/w,40.15,Acyclovir (Topical)
Simplovir 5% w/w,40.0,Acyclovir (Topical)
Virux 5% w/w,70.0,Acyclovir (Topical)
Acerux-H 5%+1%,35.0,Acyclovir + Hydrocortisone
Acyclovir + Hydrocortisone,35.0,Acyclovir + Hydrocortisone
Novirax HC 5%+1%,70.0,Acyclovir + Hydrocortisone
Virux-HC 5%+1%,70.0,Acyclovir + Hydrocortisone
Adalimab 40 mg/0.8 ml,15.0,Adalimumab
Adalimumab,15.0,Adalimumab
Advixa 40 mg/0.8 ml,15.0,Adalimumab
Aclene 0.10%,60.0,Adapalene
Adapalene,60.0,Adapalene
Adapel 0.10%,60.0,Adapalene
Adgar 0.10%,60.18,Adapalene
Adgar 0.30%,80.24,Adapalene
Apalene 0.10%,60.0,Adapalene
Fona 0.10%,60.4,Adapalene
Fona 0.30%,80.55,Adapalene
Pimplex 0.10%,60.0,Adapalene
Aclene Plus 0.1%+2.5%,150.0,Adapalene + Benzoyl peroxide
Acnegel 0.1%+2.5%,160.48,Adapalene + Benzoyl peroxide
Adaben Duo 0.1%+2.5%,200.0,Adapalene + Benzoyl peroxide
Adagel Plus 0.1%+2.5%,200.0,Adapalene + Benzoyl peroxide
Adapalene + Benzoyl peroxide,150.0,Adapalene + Benzoyl peroxide
Adipal Plus 0.1%+2.5%,150.0,Adapalene + Benzoyl peroxide
Fona Plus 0.1%+2.5%,160.48,Adapalene + Benzoyl peroxide
Freshlook 0.1%+2.5%,160.0,Adapalene + Benzoyl peroxide
Nomark 0.1%+2.5%,160.0,Adapalene + Benzoyl peroxide
Adefovir Dipivoxil,25.0,Adefovir Dipivoxil
Adfovir 10 mg,25.0,Adefovir Dipivoxil
Antiva 10 mg,35.24,Adefovir Dipivoxil
Infovir 10 mg,35.0,Adefovir Dipivoxil
Rezoven 10 mg,35.0,Adefovir Dipivoxil
Adecard 6 mg/2 ml,150.0,Adenosine
Adenosine,150.0,Adenosine
Adhatoda vasica + Centella asiatica,100.0,Adhatoda vasica + Centella asiatica
Madhuvas (5 gm+20 gm)/100 ml,100.0,Adhatoda vasica + Centella asiatica
Adrenaline,25.0,Adrenaline
Adrenaline 1 mg/ml,25.0,Adrenaline
Adrin 1 mg/ml,25.08,Adrenaline
Adrinor 1 mg/ml,25.0,Adrenaline
Adsorbed Tetanus Vaccine,60.0,Adsorbed Tetanus Vaccine
TT vax 40 IU/0.5 ml,95.0,Adsorbed Tetanus Vaccine
Vaxitet 40 IU/0.5 ml,60.0,Adsorbed Tetanus Vaccine
Afatin 40 mg,0.0,Afatinib Dimaleate
Afatinib Dimaleate,0.0,Afatinib Dimaleate
Anib 40 mg,750.0,Afatinib Dimaleate
Atanib 40 mg,1.0,Afatinib Dimaleate
Aflibercept,37.0,Aflibercept
Zaltrap 100 mg/4 ml,37.0,Aflibercept
Agomelatine,35.0,Agomelatine
Agorest 25 mg,35.0,Agomelatine
Agotin 25 mg,50.15,Agomelatine
AB-DS 400 mg,3.0,Albendazole
AH 200 mg/5 ml,20.1,Albendazole
AH 400 mg,5.0,Albendazole
AL-DS 400 mg,5.0,Albendazole
Aben-DS 400 mg,4.5,Albendazole
Abentel 400 mg,5.0,Albendazole
Adze 400 mg,4.01,Albendazole
Alba 400 mg,4.5,Albendazole
Albamax DS 400 mg,2.82,Albendazole
Albazol DS 400 mg,4.0,Albendazole
Alben 200 mg/5 ml,20.0,Albendazole
Alben DS 400 mg,5.0,Albendazole
Albenda DS 400 mg,3.4,Albendazole
Albendazole,0.0,Albendazole
Albendol 200 mg/5 ml,15.0,Albendazole
Albendol 400 mg,3.5,Albendazole
Albendox 400 mg,4.0,Albendazole
Albentas 400 mg,5.0,Albendazole
Albezen 400 mg,3.0,Albendazole
Albezole 400 mg,3.8,Albendazole
Albol-DS 400 mg,3.5,Albendazole
Albrex 400 mg,3.5,Albendazole
Alda 200 mg/5 ml,15.0,Albendazole
Alda DS 400 mg,4.0,Albendazole
Aldaben 200 mg/5 ml,15.0,Albendazole
Aldaben-DS 400 mg,4.0,Albendazole
Aldes 200 mg/5 ml,15.0,Albendazole
Aldes DS 400 mg,4.0,Albendazole
Aldew 400 mg,4.0,Albendazole
Aldex 200 mg/5 ml,15.0,Albendazole
Aldex-DS 400 mg,4.02,Albendazole
Aldin DS 400 mg,4.0,Albendazole
Ale DS 400 mg,4.0,Albendazole
Almex 200 mg/5 ml,20.0,Albendazole
Almex 400 mg,5.02,Albendazole
Almin 200 mg/5 ml,15.0,Albendazole
Almin 400 mg,4.0,Albendazole
Alodoben DS 400 mg,5.0,Albendazole
Alphin DS 400 mg,5.0,Albendazole
Alpro 400 mg,4.0,Albendazole
Alzed 400 mg,3.3,Albendazole
Alzolux DS 400 mg,4.5,Albendazole
Anthel DS 400 mg,4.2,Albendazole
Autoben 400 mg,5.0,Albendazole
Azole 200 mg/5 ml,18.0,Albendazole
Azole 400 mg,5.0,Albendazole
Ben-A 200 mg/5 ml,20.07,Albendazole
Ben-A 400 mg,5.01,Albendazole
Benda DS 400 mg,3.5,Albendazole
Benfast 400 mg,4.02,Albendazole
Benz 400 mg,3.2,Albendazole
Chir DS 400 mg,5.14,Albendazole
Chuben DS 400 mg,5.0,Albendazole
Colaz 200 mg/5 ml,19.0,Albendazole
Colaz 400 mg,5.0,Albendazole
Cosben 400 mg,3.0,Albendazole
Durazol 200 mg/5 ml,15.0,Albendazole
Durazol 400 mg,4.0,Albendazole
Eben 200 mg/5 ml,15.0,Albendazole
Eben-DS 400 mg,4.0,Albendazole
Elmin 400 mg,4.5,Albendazole
Elmin-DT 400 mg,4.26,Albendazole
Estazol 200 mg/5 ml,20.0,Albendazole
Estazol 400 mg,4.0,Albendazole
Exworm 200 mg/5 ml,15.0,Albendazole
Exworm 400 mg,4.0,Albendazole
G-Albendazole 200 mg,2.2,Albendazole
G-Albendazole 400 mg,3.0,Albendazole
H Ben 400 mg,3.6,Albendazole
Helben DS 400 mg,4.0,Albendazole
Krimizole 200 mg/5 ml,15.0,Albendazole
Krimizole DS 400 mg,3.25,Albendazole
Laben DS 400 mg,3.52,Albendazole
Luban DS 400 mg,3.3,Albendazole
Mebel 200 mg/5 ml,19.32,Albendazole
Mebel DS 400 mg,5.0,Albendazole
Micro 200 mg/5 ml,0.0,Albendazole
NT-Par 200 mg/5 ml,15.05,Albendazole
NT-Par 400 mg,4.5,Albendazole
Nematox DS 400 mg,3.54,Albendazole
Orben 400 mg,3.76,Albendazole
Parnil DS 400 mg,5.0,Albendazole
Q Ben DS 400 mg,5.0,Albendazole
R-Zol 400 mg,4.0,Albendazole
Silben 400 mg,4.0,Albendazole
Sintel 200 mg/5 ml,20.06,Albendazole
Sintel 400 mg,5.02,Albendazole
Triben 200 mg/5 ml,14.0,Albendazole
Triben DS 400 mg,3.35,Albendazole
Verben 200 mg/5 ml,15.0,Albendazole
Verben 400 mg,4.0,Albendazole
Vermid 400 mg,5.0,Albendazole
Vermikil 200 mg/5 ml,15.11,Albendazole
Vermikil 400 mg,3.53,Albendazole
Vermin-DS 400 mg,4.5,Albendazole
Wormex 200 mg/5 ml,14.0,Albendazole
Wormex 400 mg,3.5,Albendazole
Zoben 200 mg/5 ml,18.0,Albendazole
Zoben 400 mg,4.5,Albendazole
Albumin (Human),2.0,Albumin (Human)
Albumin Human 20%,3.0,Albumin (Human)
Albutein 25%,3.0,Albumin (Human)
Albutein 5%,3.0,Albumin (Human)
Albutein 5%,3.0,Albumin (Human)
Human Albumin 20%,2.0,Albumin (Human)
Human Albumin 20%,3.0,Albumin (Human)
Uman Albumin 20%,3.0,Albumin (Human)
Acicaft 0.25%,400.0,Alcaftadine
Alcadin 0.25%,400.0,Alcaftadine
Alcaft 0.25%,450.0,Alcaftadine
Alcafta 0.25%,400.0,Alcaftadine
Alcaftadine,400.0,Alcaftadine
Altadin 0.25%,400.0,Alcaftadine
Caftadin 0.25%,400.0,Alcaftadine
Eyecaf 0.25%,400.0,Alcaftadine
Genacaft 0.25%,400.0,Alcaftadine
Icaft 0.25%,400.0,Alcaftadine
Alecensa 150 mg,1.0,Alectinib
Alectinib,1.0,Alectinib
Alendronic Acid + Vitamin D3,25.0,Alendronic Acid + Vitamin D3
Bonemass D 70 mg+2800 IU,30.0,Alendronic Acid + Vitamin D3
Ostel-D 70 mg+2800 IU,30.2,Alendronic Acid + Vitamin D3
Ostomax D 70 mg+2800 IU,25.0,Alendronic Acid + Vitamin D3
Alendon 10 mg,5.0,Alendronic acid
Alendon 70 mg,25.0,Alendronic acid
Alendronic acid,5.0,Alendronic acid
Bonemas 70 mg,30.0,Alendronic acid
Ostomax 10 mg,5.0,Alendronic acid
Ostomax 70 mg,25.0,Alendronic acid
Alfacalcidol,15.0,Alfacalcidol
One Alpha 0.25 mcg,15.0,Alfacalcidol
Alfasin XR 10 mg,10.0,Alfuzosin Hydrochloride
Alfumax ER 10 mg,10.0,Alfuzosin Hydrochloride
Alfuzosin Hydrochloride,10.0,Alfuzosin Hydrochloride
Uriten 10 mg,10.07,Alfuzosin Hydrochloride
Zatral 10 mg,10.0,Alfuzosin Hydrochloride
Allium cepa + Heparin + Allantoin,300.0,Allium cepa + Heparin + Allantoin
Antiscar 100 mg+50 IU+10 mg,300.0,Allium cepa + Heparin + Allantoin
Allopurinol,4.0,Allopurinol
Aluric 100 mg,4.1,Allopurinol
Alurol 100 mg,4.0,Allopurinol
Duric 100 mg,4.02,Allopurinol
Esloric 100 mg,4.03,Allopurinol
Goutex 100 mg,4.02,Allopurinol
Goutex 300 mg,8.0,Allopurinol
Purinol 100 mg,4.05,Allopurinol
Purinol 300 mg,8.05,Allopurinol
Ucorex 100 mg,4.54,Allopurinol
Alestor 5 mg,8.0,Allylestrenol
Alia 5 mg,8.0,Allylestrenol
Allygest 5 mg,7.72,Allylestrenol
Allylestrenol,7.72,Allylestrenol
Allynol 5 mg,8.0,Allylestrenol
Alysa 5 mg,8.02,Allylestrenol
Geston 5 mg,8.03,Allylestrenol
Gestrenol 5 mg,8.03,Allylestrenol
Nidagest 5 mg,8.0,Allylestrenol
Prelab 5 mg,8.02,Allylestrenol
Albasine 30 mg+10 mg,12.0,Almitrine Bismesylate + Raubasine
Almitrine Bismesylate + Raubasine,10.0,Almitrine Bismesylate + Raubasine
Aruxil 30 mg+10 mg,10.0,Almitrine Bismesylate + Raubasine
Truxil 30 mg+10 mg,10.03,Almitrine Bismesylate + Raubasine
Almond + Coconut + Edible Pine + Salep,170.0,Almond + Coconut + Edible Pine + Salep
Majoon Mugalliz nan,170.0,Almond + Coconut + Edible Pine + Salep
Almitan 6.25 mg,25.0,Almotriptan
Almotriptan,25.0,Almotriptan
Altrip 6.25 mg,25.08,Almotriptan
Aloe + Black Pepper + Henbane,2.0,Aloe + Black Pepper + Henbane
Helax 130.43 mg+86.96 mg+18.12mg,2.0,Aloe + Black Pepper + Henbane
Aloe indica+ Hyoscyamus niger + Piper nigrum,8.0,Aloe indica+ Hyoscyamus niger + Piper nigrum
Alovera 345 mg,8.0,Aloe indica+ Hyoscyamus niger + Piper nigrum
Aglip 12.5 mg,12.0,Alogliptin Benzoate
Aglip 25 mg,22.0,Alogliptin Benzoate
Alodia 25 mg,22.0,Alogliptin Benzoate
Aloglip 12.5 mg,12.0,Alogliptin Benzoate
Aloglip 25 mg,20.0,Alogliptin Benzoate
Aloglip 6.25 mg,8.0,Alogliptin Benzoate
Alogliptin Benzoate,8.0,Alogliptin Benzoate
Alpha Lipoic Acid,54.67,Alpha Lipoic Acid
Nevralip 600 mg,54.67,Alpha Lipoic Acid
Alphanate,9.0,Alphanate
Alphanate 250 IU/vial,9.0,Alphanate
Alaxen 0.25 mg,2.0,Alprazolam
Alaxen 0.5 mg,3.0,Alprazolam
Alpam 0.25 mg,1.0,Alprazolam
Alpam 0.5 mg,2.0,Alprazolam
Alprax 0.25 mg,1.0,Alprazolam
Alprax 0.5 mg,2.01,Alprazolam
Alprax XR 1 mg,4.02,Alprazolam
Alprax XR 2 mg,8.03,Alprazolam
Alprazolam,1.0,Alprazolam
Alzolam 0.25 mg,1.5,Alprazolam
Alzolam 0.5 mg,3.0,Alprazolam
Serelam 0.25 mg,1.0,Alprazolam
Serelam 0.5 mg,2.01,Alprazolam
Xanax 0.25 mg,1.0,Alprazolam
Xanax 0.5 mg,2.51,Alprazolam
Xiotic 0.5 mg,1.75,Alprazolam
Xolam XR 0.5 mg,2.0,Alprazolam
Xolam XR 1 mg,4.0,Alprazolam
Zolax 0.25 mg,1.0,Alprazolam
Zolax 0.5 mg,2.0,Alprazolam
Zolium 0.25 mg,1.5,Alprazolam
Zolium 0.5 mg,3.0,Alprazolam
Zolium XR 1 mg,4.0,Alprazolam
Zolium XR 2 mg,8.0,Alprazolam
Actilyse 1 mg/1 ml,50.0,Alteplase
Alteplase,50.0,Alteplase
Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water,1.0,Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water
Sanflore 20%+5%,1.0,Aluminium Chloride + Melaleuca Alternifolia Oil + Geothermal water
Aluminium Chloride Hexahydrate,190.58,Aluminium Chloride Hexahydrate
Apirent 20%,190.58,Aluminium Chloride Hexahydrate
Dricare 20%,220.0,Aluminium Chloride Hexahydrate
Acedone-Z 250 mg+400 mg,0.42,Aluminium Hydroxide + Magnesium Hydroxide
Algex (175 mg+225 mg)/5 ml,33.0,Aluminium Hydroxide + Magnesium Hydroxide
Algex 250 mg+400 mg,0.5,Aluminium Hydroxide + Magnesium Hydroxide
Aluminium Hydroxide + Magnesium Hydroxide,0.4,Aluminium Hydroxide + Magnesium Hydroxide
Antacid 250 mg+400 mg,0.53,Aluminium Hydroxide + Magnesium Hydroxide
Antanil (200 mg+400 mg)/5 ml,45.0,Aluminium Hydroxide + Magnesium Hydroxide
Antanil 250 mg+400 mg,0.64,Aluminium Hydroxide + Magnesium Hydroxide
Apcocid 250 mg+400 mg,0.5,Aluminium Hydroxide + Magnesium Hydroxide
Avlocid (250 mg+400 mg)/5 ml,50.0,Aluminium Hydroxide + Magnesium Hydroxide
Avlocid 175 mg+225 mg,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Biocid 250 mg+400 mg,0.72,Aluminium Hydroxide + Magnesium Hydroxide
Biocid MH (175 mg+225 mg)/5 ml,32.42,Aluminium Hydroxide + Magnesium Hydroxide
Cytocid (175 mg+225 mg)/5 ml,32.0,Aluminium Hydroxide + Magnesium Hydroxide
Cytocid 250 mg+400 mg,0.5,Aluminium Hydroxide + Magnesium Hydroxide
Dolocid 250 mg+400 mg,0.6,Aluminium Hydroxide + Magnesium Hydroxide
Duomeal (175 mg+225 mg)/5 ml,40.0,Aluminium Hydroxide + Magnesium Hydroxide
Duomeal 250 mg+400 mg,0.53,Aluminium Hydroxide + Magnesium Hydroxide
Entacyd (175 mg+225 mg)/5 ml,64.4,Aluminium Hydroxide + Magnesium Hydroxide
Epazel (175 mg+225 mg)/5 ml,75.0,Aluminium Hydroxide + Magnesium Hydroxide
G-Antacid (200 mg+125 mg)/5 ml,30.0,Aluminium Hydroxide + Magnesium Hydroxide
G-Antacid 250 mg+500 mg,127.5,Aluminium Hydroxide + Magnesium Hydroxide
Hi Gel 250 mg+400 mg,0.52,Aluminium Hydroxide + Magnesium Hydroxide
Hydrocid (175 mg+225 mg)/5 ml,32.57,Aluminium Hydroxide + Magnesium Hydroxide
Jpdrox (200 mg+125 mg)/5 ml,57.17,Aluminium Hydroxide + Magnesium Hydroxide
Jpdrox 250 mg+400 mg,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Lactameal (175 mg+225 mg)/5 ml,33.0,Aluminium Hydroxide + Magnesium Hydroxide
Lactameal 250 mg+400 mg,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Magnogel (175 mg+225 mg)/5 ml,32.0,Aluminium Hydroxide + Magnesium Hydroxide
Magnogel 250 mg+400 mg,0.73,Aluminium Hydroxide + Magnesium Hydroxide
Mucogel (175 mg+225 mg)/5 ml,53.41,Aluminium Hydroxide + Magnesium Hydroxide
Nocid 250 mg+400 mg,1.4,Aluminium Hydroxide + Magnesium Hydroxide
Oxecone (250 mg+400 mg)/5 ml,57.5,Aluminium Hydroxide + Magnesium Hydroxide
Pharmacid 250 mg+400 mg,1.8,Aluminium Hydroxide + Magnesium Hydroxide
Placid 250 mg+400 mg,1.02,Aluminium Hydroxide + Magnesium Hydroxide
Recocid (175 mg+225 mg)/5 ml,75.0,Aluminium Hydroxide + Magnesium Hydroxide
Remacid (175 mg+225 mg)/5 ml,32.5,Aluminium Hydroxide + Magnesium Hydroxide
Renocid (175 mg+225 mg)/5 ml,75.0,Aluminium Hydroxide + Magnesium Hydroxide
Stoma 250 mg+400 mg,0.54,Aluminium Hydroxide + Magnesium Hydroxide
Stomacid (175 mg+225 mg)/5 ml,33.0,Aluminium Hydroxide + Magnesium Hydroxide
